,com_1,com_2,com_3,com_4,com_5,com_6,sp1_1,sp1_2,sp1_3,sp1_4,sp2_1,sp2_2,sp2_3,sp2_4
133,-0.54018426,-0.31899422,-0.020187102,-0.9085918,-0.15674138,-0.5744077,-19.007505,-26.149979,-3.360129,-6.38031,-21.88726,18.535925,5.8212733,-0.8908453
134,-0.338805,-0.85710543,-0.037141316,-0.3311127,-0.6038298,0.1913013,2.529511,9.682187,2.9808846,-8.713256,-2.1641781,2.391791,-1.2633352,4.811104
135,-0.8613183,-0.48266983,0.11723721,-0.95768577,-0.5596899,-0.15064532,9.640382,7.229419,-55.38509,9.219122,0.38825646,-1.2306511,6.165722,-1.9401801
136,-0.36840826,-0.2399703,0.46055368,-0.48054862,-0.2731331,-0.44777253,0.003655672,4.2438827,-1.3292446,1.9110415,3.4678326,0.9798243,-5.024792,-3.197787
137,-0.07258818,-0.4779086,0.3081881,-0.8393239,-0.49028948,-0.10092804,-10.004936,0.0457877,20.43339,-7.9944153,-1.1881629,-6.643774,10.985438,8.296299
138,-0.14824507,-0.026193619,-0.1584821,-0.34771943,-0.5820004,0.2962625,4.630201,-1.9107981,-0.52512074,-5.406285,6.6488633,5.362716,-3.8469946,-1.8967041
139,-0.51494956,-0.62833416,0.19429111,-0.9104922,-0.5064912,-0.33590153,-6.017623,3.4988263,-4.7437186,-16.84517,6.1245236,-3.7184064,4.1972837,-3.1082284
140,-0.08286978,-0.21857157,0.024537884,-0.7622124,-0.46331078,-0.45014876,0.7834953,-1.3590837,-0.15945092,-7.816557,-3.7289994,5.368677,6.541558,-3.519556
141,0.039333113,0.6123158,0.07647923,-0.02491127,-0.5209798,0.77318144,0.28737268,4.1784616,4.681259,2.1237671,-2.359423,6.567902,5.5482574,1.0884802
142,-0.33954886,-0.46935365,0.010406435,-0.043140158,-0.3132342,-0.7872257,-3.2714922,1.9675577,7.378985,-1.7028807,8.351946,-0.82155555,1.0837437,1.9859613
143,0.8273637,-0.4508813,0.1824547,-0.55442303,-0.6883584,-0.10684538,-1.5855398,-1.5439103,1.7053788,-1.3394021,-7.064059,4.3732915,-3.3704398,1.8710312
144,0.6841332,-0.4805501,0.16274826,-0.5348691,0.07135962,0.9090879,5.1463194,-0.43355328,2.0676007,4.477446,-11.540194,-1.5205328,-14.141876,0.83036983
145,-0.23842904,-0.883502,0.9502255,0.17240423,-0.5900363,0.3578646,-1.4867013,0.25640768,0.4784207,1.2670681,-3.7840364,2.0227375,-0.5501193,-2.1671178
146,-0.16564754,-0.23122706,-0.14584446,-0.8163503,-0.45531976,0.3059513,3.213484,-0.67807174,-6.540284,0.6808382,12.501155,1.8297952,-3.4405813,-7.3929267
147,-1.1947519,0.0159733,0.5798722,-0.93267727,-0.32884476,-0.17901349,2.0728786,1.6698971,0.69082516,2.697014,-5.9009395,-6.1752157,2.599746,1.4105403
148,-0.32751623,-0.76480633,0.16928321,-0.31930476,-0.69862616,0.08260071,-5.054318,-2.7905,3.5784318,1.6226985,5.0381308,1.1176933,-8.502743,-3.9761944
149,0.033737555,-0.8000339,0.03887696,-0.37271482,-0.14925592,0.2789412,-0.14950621,0.065331,6.6152267,0.32407123,3.1502864,6.1700788,1.8412224,4.114956
150,0.12795445,-0.7137339,0.22920196,0.21982627,0.06173297,0.28517047,-3.010765,4.421355,-0.29837483,-2.9296477,1.3952458,0.6594289,0.9039141,-2.0858328
151,-0.44619906,0.014442025,0.056652516,0.04564058,-0.58598554,0.084987864,-1.0619819,-1.4528964,0.8023678,-0.77942264,3.3765445,5.5592546,3.9347878,0.6740183
152,-0.37071216,-0.43737614,0.22104186,-0.52276266,-1.0353392,-0.009440377,14.485314,2.2162688,0.9274617,3.6251588,1.1922525,5.6174192,6.0296593,5.887174
153,-0.56125796,0.97445333,-0.025691438,-0.3278064,-0.07900214,-0.9336824,-9.401523,-2.8124514,0.64970565,-10.876956,5.9118447,-4.4999847,4.120763,0.20998621
154,-0.15388781,-0.7665558,0.750011,-0.27526844,-0.15652019,-0.30583292,-1.950926,17.685654,-3.2372727,4.4415226,-9.414155,-1.9850144,-4.0957966,-10.670705
155,-0.749385,-0.82855415,0.012564316,-0.77148676,-0.010840107,-0.77023613,23.431204,10.93475,29.79394,-19.303,5.5823236,-12.706783,-5.3071294,-1.0435311
156,-0.33094203,0.1336385,-0.37260643,-0.21134499,-0.23133737,0.010472387,-3.0105503,-7.3312845,0.09757754,-3.3533065,-1.0502932,-2.0163045,2.6316376,-4.929946
157,-0.8548174,-0.6472498,0.04464768,-0.22625032,0.113180965,-0.35240138,3.890224,-1.0461345,-0.43081594,8.624404,-2.7031872,9.978685,-4.117942,-11.930646
158,-0.6834456,-0.3654917,0.07547918,-0.65776396,0.0037562884,0.5456748,-12.793369,2.1413345,-3.543866,4.0126677,-4.256657,2.3531356,-6.275229,0.24917628
159,-0.6811439,-0.40922076,-0.22415377,-0.44729277,-0.21845216,1.0181086,-0.7472204,-5.436749,-0.47213793,0.72527355,-0.85103506,-9.982716,6.86789,21.810303
160,-0.3757702,-0.6886227,0.2521364,-0.39844042,-0.74964917,-0.29064864,14.93803,0.10229312,-16.453646,-1.4168863,2.0915189,-7.1182327,-2.4731653,-0.23835859
161,0.1530796,-0.6452015,0.011226431,-0.1444926,-1.1026548,-0.261102,5.9877853,-1.228354,5.769661,-8.295626,-4.3688974,-0.16157761,0.2832874,0.2535491
162,-0.24524862,-0.22162896,0.771078,0.03875067,-0.55305433,0.36451837,11.285606,-6.540772,-13.451834,-0.23540436,0.893973,0.84963554,1.4512157,2.8245249
163,-0.050329,0.18651403,0.062192217,-0.7959997,-0.2844443,0.13968892,6.0311813,1.2723541,-1.8571677,-2.8511524,-0.19301587,-0.15432236,-3.4888449,1.0612851
164,-0.19357577,-0.3355412,0.5217363,-0.7259531,-0.30556086,-0.5662602,-2.880283,-2.1610003,3.8436484,-0.64204264,-1.2263812,2.054791,3.0329196,-9.041952
165,0.2153016,0.16811907,-0.07611826,-0.9422686,-0.109761834,0.07497339,-1.6018959,3.288442,2.2767677,0.17708805,-0.24764076,-0.022204593,0.9272896,0.43312424
166,-0.13613117,-0.6314196,0.3974143,-0.58495134,0.0015012026,-0.20916283,-0.26737037,-7.374294,-6.3109827,-4.486105,6.369113,6.0519342,-5.0926867,-0.2782165
167,-0.3732416,-0.8453992,0.016292334,-0.4524449,-0.3424756,-0.2753306,-3.9879055,3.9638286,9.564856,-12.406738,11.4605,-4.0788884,-0.406212,0.42145094
168,0.12614046,-0.26520905,0.20351693,-0.060248785,-0.5591668,-0.28306478,0.7836979,1.9173081,-0.66668016,-0.027389526,4.271531,0.7953614,-0.8774749,6.2395115
169,-0.36582989,-0.25727785,0.44976285,-0.90790856,-0.41267437,-0.4042152,3.453796,-8.902033,-3.5560656,21.068928,6.7941036,1.1029655,0.43974152,-6.8262167
170,-0.08347606,0.12936588,-0.2661907,-0.89920914,-0.14367932,-0.36549026,2.4306836,4.921015,-0.74447906,-2.895274,11.028773,1.2925751,0.031383663,-2.919435
171,0.04805234,-0.7203305,-0.07164066,-0.12864,-0.18107717,0.15239502,17.906462,-8.742988,-9.112258,-6.9783792,-2.0672762,4.408669,-4.641949,-2.1094894
172,0.40851748,-0.154319,-0.04754764,-0.43266127,0.58861727,0.5380509,2.4286678,-8.298334,3.388803,-2.4088552,-4.67286,-3.4138513,2.5951302,-6.603131
173,-0.24255763,-0.1196509,0.68581903,-0.48156562,0.1527887,0.16516355,-2.787614,-2.9435093,-4.53486,0.64291537,1.573456,0.7905692,1.2840403,-0.22627127
174,-0.5895128,-0.06549619,0.13802359,-0.44473043,0.073329166,-0.25632864,0.6391015,-4.588117,1.3422282,1.4114763,9.156484,-1.2572622,-12.097172,10.612932
175,-0.6675903,-0.29126462,-0.25291577,-0.7425714,-0.023496956,-0.7171947,-3.3227243,-0.13788277,2.8686912,0.73990434,-9.773961,7.132099,15.005973,-3.7999918
176,-0.14660838,-0.29386753,0.0054066973,-0.5664871,-0.5633594,-0.44929633,-2.1570132,4.707292,-1.4274833,0.29065225,-10.37384,11.772562,-1.1564374,15.91543
177,-0.02220267,-0.28239876,-0.0763539,-0.53177404,-0.23375836,-0.09501934,2.7055864,-4.664809,-3.2362163,-1.4951284,0.90659297,9.6929455,-5.3196526,3.0344982
178,-0.31980333,-0.08035424,0.75163674,-1.1958805,0.02219171,-1.0337019,-0.57715964,0.5691633,-0.2710692,-6.507793,2.3444793,-1.292568,-0.48799318,-1.4458029
179,-0.17247875,-0.7492125,0.33176523,-1.2026405,-0.3424394,0.26757848,-5.842303,13.691596,-1.8187797,2.1573224,5.1515145,6.173334,-4.919042,-10.852308
180,-0.9714519,-0.2520859,0.021593943,-0.95802796,-0.025112256,-0.22440623,1.1386288,1.0647635,1.7944856,5.875518,-2.1925983,10.360224,-8.3710985,1.4519475
181,-0.17023066,-0.48595563,0.03114438,-0.51900136,-0.10246305,-0.68631214,3.170792,-2.8414187,2.2504716,-0.8895745,3.1731377,-3.3606417,4.66936,-16.867617
182,0.19216704,0.3367946,-0.2515033,-0.9226727,-0.411498,0.51834613,-1.1700375,1.2999063,2.084744,1.1035002,4.9151587,7.487024,-6.773485,1.0085292
183,-0.2163331,-0.17058572,-0.08696985,-0.52453756,-0.6379947,-0.6352546,-3.0068998,3.7154891,6.157994,-0.04572203,9.884796,4.445688,2.324661,-1.5263531
184,-0.4724657,0.3342618,0.16828576,-0.22988005,-0.63026327,0.30807257,4.228149,4.0661545,4.5675106,23.627522,1.3585954,4.4508543,-0.72821796,-2.2761579
185,-0.67871207,-0.3087828,0.5876438,-0.24017674,-0.6065494,0.19571152,-3.915128,0.9036657,2.0918128,0.072500154,0.3802684,-0.063016646,7.6361995,-0.3354058
186,-0.46080768,-1.0225365,0.48420966,-0.8463861,-0.36258224,0.1485241,-3.6609457,-0.47680205,-3.0602036,-2.1186779,-2.2773802,-5.2545333,-3.200518,0.12099925
187,-0.15962788,0.106020406,-0.37054563,-0.50406754,-0.17834516,-0.5844123,-12.802027,-2.3513217,3.2662117,-0.12460019,5.3515596,1.1954035,0.37350017,1.7903194
188,-0.678298,-0.10812567,-0.16584153,-0.46031842,-0.29938176,0.11329454,-2.2343218,-1.7573501,2.008386,-1.5967503,-1.703037,-0.25217912,-3.1461136,3.4391685
189,-0.92836857,-0.6833898,0.12820794,-0.0128683895,-0.49503773,-1.7779601,0.8197465,-4.8968763,3.4389074,-6.7523565,1.7738988,-1.1388283,5.892504,-4.923769
190,-0.53226626,-0.8241362,0.0034763366,-0.37231186,-0.30618215,-0.5312928,0.7246425,0.98519933,-2.0567443,-2.0328598,26.408909,4.6680627,-17.040066,3.2537572
191,0.4094793,0.571491,0.66041553,0.16482265,-0.20726924,0.48703212,-0.78241986,1.016496,-0.57179236,3.1237526,0.21147798,-0.8935798,-2.5599632,5.851515
192,-0.3819188,0.14630131,0.24910441,-0.39649448,0.59278953,-0.20116048,-1.9623568,8.894184,-2.4247155,7.767278,0.29192358,-3.3009748,3.4262483,0.67836374
193,-0.07314807,-0.09645014,0.48402345,-0.5105861,0.113320105,-0.3368512,10.508201,-14.197452,-4.388619,2.870013,-1.6354219,15.146941,0.808436,-19.743416
194,0.17613895,-0.14685026,0.02073881,-0.6885015,-0.7816638,-0.058545142,-0.5067058,-21.598896,-7.0122924,1.3549695,33.703423,-4.066775,-0.56035393,4.9547997
195,0.20270449,0.12088192,-0.102275014,-0.31190717,-0.37961322,0.5650808,3.8676815,-3.8954988,-2.5962226,9.1734085,3.3268726,3.2886038,0.06403854,-1.1674101
196,-0.7993604,-0.021235764,0.013459295,-0.33668214,-0.32976907,-0.26751527,-5.682121,-2.9799237,0.033118673,-4.592696,1.8411294,7.4011674,1.4316293,-0.5522542
197,-0.19371313,-0.47065914,0.7021308,-0.8057402,-0.6559951,-0.14935273,-7.42064,1.4286762,-4.0588207,-6.0198994,2.2669854,-1.167346,1.3764071,3.4012396
198,-0.49836794,-0.5123012,0.2541495,-0.56424135,-0.19851,-0.05389017,1.5999637,8.973367,2.2886198,4.928807,12.624423,-8.089933,-8.272638,11.875946
199,0.012698874,-0.8996575,-0.70063156,-0.43477857,-0.27713358,0.15274215,0.38888466,1.242256,-2.4533427,3.9351387,-3.0984764,-1.9545646,-0.8233637,2.3942606
200,-1.0489717,-0.20402272,-0.4602863,-0.69462353,0.420959,-0.17731294,16.355225,-0.9625973,-4.6791854,1.774562,-0.99723315,-1.7746499,0.37249893,0.14595202
201,0.08327827,-0.3925937,0.14356786,-1.0633714,0.035779133,0.041678682,0.78877795,-3.1978526,-1.4551052,0.7380893,-1.775388,-7.7423363,-0.31292695,2.3807807
202,-0.5085074,-0.42199528,-0.017160192,-0.72778684,-0.42218846,-0.5165864,-3.0364895,-0.271986,-0.035960242,-0.3574487,31.018896,-6.1295195,-7.6214743,2.3895054
203,-0.08251831,-0.23383543,0.09012634,-0.023739398,-0.3270867,0.12828083,-3.3313,-1.3869838,-0.3959819,-8.602328,2.019794,3.5079165,-6.0056386,7.3875237
204,-0.59608537,-1.0603021,0.46169427,0.13672996,-0.0066170394,-0.0076890774,3.184759,3.2079449,-6.823088,-1.876944,7.948313,-4.1258993,-2.547218,2.127326
205,0.06622018,-0.5278131,-0.24331371,-0.34810656,-0.6603377,-0.68064845,-1.1575564,-1.5012755,0.70750654,-1.0105956,-1.6454749,0.024445804,6.4191966,-2.7973232
206,-0.5388903,-0.674947,0.3736965,-0.99533945,-0.31059843,0.37088314,-5.2996783,9.720317,3.3445058,-4.097458,0.33002362,-18.717022,1.5183649,-27.932386
207,0.30916688,0.16656974,0.47381645,-0.25638258,-0.7329798,-0.22505015,-3.5541124,-3.9550948,3.0314262,-0.21370023,2.2307808,-3.4581556,0.5726413,-1.4046158
208,-0.27771807,-0.9973268,0.52598995,-0.25212932,-0.5927462,-0.893555,-0.042550325,-4.513025,5.540576,-0.6950238,3.0570478,3.2449083,4.5899343,0.53342587
209,0.048715413,-0.16284686,0.10883998,-0.38557106,-0.18189248,0.5157682,3.417918,-6.9125323,2.1790767,-1.1372323,-3.414943,-9.468461,0.6775158,5.307324
210,-0.57905173,-0.16720802,0.02734682,0.07125517,0.29772633,0.013361819,3.0971437,3.301126,-1.6119561,1.4920112,3.0219045,-0.37610918,-1.3980718,-8.25447
211,-0.125601,-0.60533094,0.4350865,-0.703546,-0.079191424,-0.21848111,-3.7289243,-4.646644,2.4634423,1.1614785,-4.156072,0.17998339,-1.8088849,-1.2025844
212,-0.2370075,-0.24255061,0.6628027,-0.6063858,-0.32556784,0.19928834,-1.9303184,1.9894966,-1.5372424,-5.3871155,0.44983873,1.6466856,-2.701306,4.7729564
213,-0.3291511,-0.18986374,0.21937266,-0.74905944,0.03596115,-0.8151542,9.090837,3.6808963,-3.1288974,0.3638811,-1.2670076,0.59750193,1.1483355,-1.9445982
214,0.11014073,-0.25511825,-0.029235065,0.37078473,-0.2251997,0.5276404,6.220627,-7.4700294,2.4570327,0.68598,-4.530237,-2.9018018,2.7332597,-1.3164932
215,-0.22152397,-0.27203718,0.053965732,0.16718774,0.19834629,-0.5304355,5.7552686,0.59221876,0.12681006,2.791666,-2.9991884,-0.28171706,2.45653,2.3657436
216,-0.54420507,-0.7112162,-0.0997656,-0.06420547,-0.60666406,-0.3883624,-1.2495221,-6.3920636,-4.453831,10.088842,0.3688792,0.33193842,-5.6487694,-2.2862344
217,0.4620932,-0.2020768,0.24237886,-0.59654266,-0.21533802,-0.25674117,-0.7910336,-0.28306943,-12.136249,-2.543816,-6.6094103,-7.286323,-6.2203865,0.7872299
218,-0.20924847,-1.0174552,0.28765815,-0.18070124,-0.7121198,-0.07936582,6.850491,-4.105647,0.5487007,-4.1023936,-1.4519143,-5.382587,-4.75477,2.2187874
219,-1.0011615,0.45292398,-0.09194751,-0.68160665,-0.14962465,-0.67887896,-10.687705,-6.9240007,-4.229038,3.2430062,10.748387,-1.1897684,-3.1201463,-10.04427
220,-0.8767196,0.11901419,0.27274173,-0.48126084,-0.41863024,0.25158268,-1.9510229,17.493486,-2.4884923,-2.9903703,-0.20839804,9.213716,5.288982,2.889385
221,-0.2699252,-0.42862177,-0.29546094,-0.031627342,0.05957374,0.23159677,2.4442713,1.3284452,-1.0214541,2.3689046,-0.8851581,-1.327801,4.9996905,-4.0295677
222,-0.32224542,-0.11788252,0.60858923,-0.16502982,-0.49666953,0.23915213,-2.7814553,1.1905755,1.5432429,3.2963016,-16.49617,1.9371892,-3.5691345,24.446814
223,-0.63718474,-0.19144955,-0.07259947,-0.052068636,-0.20603096,-0.26417124,3.4743755,3.647411,2.0215068,14.48657,-0.57816595,1.7338021,-2.396319,2.6562572
224,-0.4586956,-1.0560875,0.026400637,-0.63057625,-0.3761507,-0.08336927,10.667364,-12.988842,9.044252,8.047829,1.0456387,-0.22977565,-5.507762,-2.3896408
225,-0.16148748,-0.4635601,-0.16070272,-0.34975004,-0.23477773,-0.7661581,5.961353,0.053469352,-2.508501,-0.71572536,9.565945,5.898063,0.8437321,10.983864
226,-0.36603612,-0.17857817,-0.20483805,-0.34276283,-0.726423,0.3121165,-0.20766601,-15.262668,-7.169803,9.320467,5.6702003,-2.6006165,2.8987498,3.8126578
227,0.48432186,-0.044569373,0.66792476,-0.4373423,-0.097249776,-0.84018046,2.3539867,-0.0749286,-0.8717601,4.2781587,0.521178,2.47304,-0.15723842,-4.120851
228,0.111177124,-1.3827635,-0.06563114,-0.3872977,-0.16652472,0.8347343,0.097281046,4.822132,0.0071047246,-0.21874857,2.1869242,-1.1600807,2.7173858,-0.19952431
229,0.4781016,0.077246904,0.3855978,-0.7284517,-0.37793672,0.9310685,3.6618373,-4.00977,-1.3499871,-2.5223064,-1.2760115,0.728989,-1.5275837,-0.9925999
230,-0.99947053,-1.2953401,-0.027863739,-0.7149612,-0.3996544,-0.16951859,22.071712,-7.8351007,0.7145663,-8.057505,0.3378464,1.2851937,-2.0180445,3.9975505
231,-0.5894056,-0.055007294,0.18245804,-0.42000026,-0.6848227,-0.37905723,-7.634218,-2.0236363,18.430553,2.841161,3.5884995,-3.0475852,9.1126,1.5686421
232,-0.41826016,0.07516542,0.1802391,-0.691923,-0.528968,-0.25026208,5.5338435,1.4323592,1.1457323,-2.515974,0.24820705,-3.4264867,5.2571793,-2.3058677
233,-0.35249257,0.018851219,0.043522567,-0.19570571,-0.25048447,0.39431208,-1.445397,-12.840115,4.7665486,2.570949,1.3200129,2.9004781,-4.798387,4.7316046
234,-0.18664154,-0.7993016,0.19317931,-0.35029724,-0.13198756,-0.2013725,2.2059898,2.3529518,-1.8353165,-0.20375757,-0.89503574,2.3385406,-4.6707554,6.5522313
235,-0.2521724,-0.7788513,0.09996555,-0.56930315,-0.19887212,-0.8468194,10.03285,5.326522,15.14367,-11.437193,-3.8741608,1.0855136,-6.049454,2.412943
236,-0.58434415,0.048095584,0.06867316,-0.8814791,-0.16949329,0.59327173,-5.0040817,-6.628893,1.5695555,0.7736335,-12.297663,3.8151097,-1.3680346,0.9311466
237,-0.39299452,-0.60600245,-0.25942084,-0.7256423,-0.32772788,-0.17669886,3.0595493,-9.11339,4.079799,5.6134667,6.283734,-0.14697218,-1.2361573,-2.3682625
238,-0.5424758,-0.26344645,-0.23136017,-0.57266086,-0.084069744,-0.45313674,-9.848435,12.700541,2.3968422,15.915335,1.1712096,2.5460424,-1.4097788,-1.1876774
239,0.60232764,-0.33476263,0.45277703,-0.37875348,-0.051959425,-1.3098831,8.944336,5.7295747,0.032301664,-3.7489731,3.693702,-2.495523,-5.1529236,4.972945
240,-0.25306594,-0.045187235,0.60535204,-0.46272758,0.270389,-0.37936723,-6.992084,-2.3146567,3.4318833,-8.49027,-4.613834,1.685818,1.1523844,2.4241586
241,-0.28490865,-0.49106923,-0.06253818,-0.9773682,-0.16176474,-0.28683317,17.394405,7.1012287,1.960288,1.9671621,5.2142916,-6.8352265,10.762285,-1.0771929
242,0.20391828,-0.94195825,-0.14067188,-0.20276868,-0.9857158,0.30415383,1.4343412,5.0710263,2.426364,0.89971375,-1.8255057,-1.7657058,5.6585803,-5.7243032
243,-0.7034049,-0.4333932,0.01557897,-0.5189532,-0.5927074,0.057897806,4.2699676,-3.054418,3.1007745,4.272104,-18.185366,-12.960352,-21.233713,17.675573
244,0.21415977,-0.6631006,-0.2012738,-0.2752335,-0.36865577,-0.47422767,-2.4421654,-0.24344689,1.6871765,1.392953,9.38508,4.4725385,3.226456,5.469339
245,0.16162243,-0.12828851,0.60700107,-0.6418304,0.008358389,-0.28605402,-2.4993465,-3.9091394,-2.0088131,-3.1452394,10.2371025,-1.9567019,6.611213,0.61589277
246,-0.45058265,-0.5335633,0.20577633,-0.4541725,-0.33700588,0.37648773,0.8342289,2.9553058,1.1452736,12.685346,16.998732,1.2576612,2.0166028,4.52023
247,-0.46313792,-0.27216724,0.4008038,-0.63097334,-0.34690088,-0.19474316,-5.2538905,-1.8574226,-6.756213,-1.3068011,6.5616436,-3.8027859,5.2001486,6.2402864
248,-0.18446866,-0.6660093,0.16326731,-0.87444115,-1.0245409,-0.38414454,0.96673083,-3.5885925,4.838688,2.5185802,3.042632,1.6984588,4.4266167,9.603344
249,0.39640835,-0.12229035,0.9560386,-0.24242489,-0.5963243,0.67279637,0.75896096,0.15739593,-0.7435414,10.650218,1.7132087,-5.1777062,0.38878697,-4.822128
250,-0.088958815,0.3562141,0.046596535,-0.4654677,-0.6194316,0.37134227,-0.47935522,7.8701425,0.93324184,6.4415917,0.024181766,-0.92551225,-1.5923501,-3.362435
251,-0.4206118,-0.5111952,0.023807727,-0.16442282,-0.77385557,0.25972787,2.06499,-2.341631,-0.4091055,-2.6810777,-3.8742325,2.99093,-1.4060601,-0.98864174
252,0.15916935,0.21725565,-0.47622705,-0.2391096,-0.09270041,-0.33922854,1.548416,1.0684972,-0.27379572,-2.4481232,-9.166207,-3.258515,0.28392082,-2.9904726
253,-0.124398485,-0.5699675,0.031370334,-0.07778379,-0.67696273,-0.8299016,1.8825382,-2.8446262,-14.227915,0.42678314,0.07068798,-0.62279266,-2.0682762,1.6558968
254,-0.41037405,-0.1332123,-0.07715303,-0.10464984,-0.42122972,0.28161445,-4.6712947,4.5250826,0.58856213,-0.49104595,-1.838338,2.3254676,5.1277113,-9.912422
255,-0.6356475,-0.44823626,0.96979624,-1.152366,-0.54925734,0.2875135,6.7949953,2.5249069,-2.623018,-1.9985269,-6.824462,-2.706619,18.63741,5.994838
256,-0.5114768,-0.07325323,-0.090221986,-0.57842964,-0.10733569,1.036576,0.063119635,2.9784017,-5.204452,-0.49615592,-1.537389,-1.5733912,3.3243177,-1.5114892
257,-1.0777719,0.7671378,-0.6118814,0.08191572,-0.22986822,0.11627999,-5.346645,0.14214587,-4.9249377,-2.479947,-1.0428119,-0.8477659,-2.1226544,0.687716
258,-0.36145714,-0.0630822,-0.31905156,-1.0006287,0.36845282,-0.4472244,1.8504825,0.20863268,-0.6347321,-1.4101369,-7.6901536,0.5546593,3.8967662,1.9403093
259,-0.73949116,-0.5500361,-0.3630561,-0.3470358,-0.8217035,0.043272234,2.4303083,1.6600182,-3.7922828,4.1953025,-2.005803,34.489216,-3.9959402,2.9800599
260,-0.032865167,0.020505257,0.58832,-0.3967674,-0.23500644,-0.3742159,0.37192658,0.45431054,6.9895954,4.167105,3.6958754,-9.878733,-3.437231,1.8854498
261,-0.4892661,-0.42337757,0.07906001,-0.25638166,-0.814507,-0.17066398,-6.0483365,-3.6466026,-4.571369,-8.63557,8.161082,2.5796008,-3.685203,3.9932694
262,-0.34624454,0.020037398,0.8320279,0.0961029,-0.42975065,1.5132709,-3.212029,-5.3869886,-2.4259117,-3.644799,-2.7845771,-1.7393892,4.2085996,1.645881
263,-0.4582764,-0.64560056,1.1331651,-0.59363425,-0.13412258,0.4634038,6.2228603,-3.438868,0.92281413,-1.1145146,-0.62874097,-3.8134496,0.57669026,9.565722
264,-0.12480414,0.032159537,-0.13624594,-1.035737,-0.51634705,0.6313465,1.2967917,-1.6436641,-0.8436344,-0.66097605,-4.6111712,-2.5748515,5.6200867,-9.35859
265,-0.58440197,-1.1509789,0.14933592,-0.51159954,0.07097913,-0.35309488,-11.849897,7.219467,3.8466487,3.783799,-0.38764197,-2.2237782,-2.8002295,-8.5172205
